210,187,382,122,411,212,239,276
266,535,355,468,370,490,281,557
356,461,423,410,437,431,369,482
149,148,170,167,106,249,85,230
59,73,83,85,66,124,42,112
506,51,555,43,558,65,510,73
706,356,759,354,759,366,707,368
551,350,599,346,601,366,553,370
712,419,756,417,757,429,713,432
681,145,730,140,732,153,682,159
716,457,774,454,775,467,716,470
24,112,50,123,36,159,10,147
715,248,765,246,765,258,716,260
292,350,348,323,355,339,299,366
528,183,576,178,578,199,530,204
663,8,698,5,699,17,664,21
630,571,654,568,660,617,636,620
701,315,738,314,738,326,701,327
540,275,587,270,588,291,541,295
90,42,108,53,83,100,65,89
762,234,789,232,790,244,762,246
727,236,761,235,762,248,727,249
785,453,811,450,813,464,786,466
730,139,762,137,763,150,730,152
278,310,319,293,325,308,284,325
693,238,726,236,726,251,693,252
311,319,350,301,355,316,317,334
283,332,314,318,320,334,289,348
699,2,728,1,728,13,699,14
420,9,434,21,392,84,377,73
260,342,286,332,292,349,266,359
340,326,373,312,378,326,345,340
347,281,372,271,377,285,352,295
320,291,350,281,355,296,325,306
347,302,378,287,384,301,353,317
115,16,134,23,122,55,103,48
