308,57,400,62,399,90,306,85
801,205,874,207,874,230,801,228
52,70,136,73,136,96,51,92
307,120,382,123,382,140,306,137
122,40,216,45,214,74,121,70
79,96,142,99,142,117,78,114
50,34,113,36,112,68,49,66
155,101,210,103,209,120,154,118
0,111,49,113,48,128,0,126
-2,69,47,69,47,89,-1,90
152,117,213,120,212,138,151,135
211,101,257,107,255,124,209,119
-1,96,38,97,38,112,-1,111
566,326,606,328,604,366,564,363
100,113,157,117,156,135,99,132
136,75,165,76,164,95,135,94
41,96,77,99,76,114,40,111
76,114,109,115,108,133,76,132
47,114,73,115,72,130,46,129
