0,1111,78,1134,0.013512613054949635
1,1069,84,1091,0.1335288996857217
1151,835,1192,854,0.12435497552067358
1143,794,1219,834,0.03702020283901863
797,801,943,826,0.10340335459280749
785,751,930,801,0.1089419307118439
1136,744,1232,766,0.14189708446296662
86,705,205,771,0.16292646969466298
1140,709,1259,745,0.15137540794061072
788,704,852,720,0.16137517835969223
787,660,871,704,0.06885642945814482
789,608,900,634,0.1767088609680376
785,571,875,611,0.08800735401495431
435,562,584,583,0.1508454388836851
438,516,541,559,0.12435497552067358
