130,1023,330,1062,0.07355118298578983
1479,1017,1560,1057,-0.0
575,1021,611,1029,0.12970260298955136
505,1016,548,1028,0.07677201000813084
436,1008,476,1021,0.3310960377854182
607,871,752,892,0.16347641245976421
597,815,765,871,0.21608502926539422
938,798,1093,820,-0.1317622751318613
942,755,1088,795,-0.13158813768608377
945,692,1022,711,-0.1651486778872518
941,647,1039,686,-0.23624527523058664
948,565,1140,589,-0.2601003908921541
948,529,1092,570,-0.2650428849802036
956,467,1075,487,-0.29756171307623064
947,419,1124,459,-0.33473681202215094
956,372,1047,389,-0.3587707090166467
954,329,1050,367,-0.35470562663923716
1640,224,1701,249,-0.32175053946714166
952,240,1194,261,-0.41209628207723953
953,210,1158,245,-0.4228539215635301
960,142,1186,162,-0.46731060227242965
953,108,1175,143,-0.4588167495812467
