929,1100,990,1143,-0.2587708742969596
1199,1089,1242,1123,-0.2782996514781808
1170,1030,1256,1084,-0.27094686344555563
900,1031,1013,1093,-0.2267988431069962
353,911,474,1177,0.14189708446296662
316,749,425,1127,-0.02692951667762997
259,742,373,1148,0.038442597177229594
824,685,1083,737,0.04823836945681108
809,618,1073,670,0.08919365912252979
819,562,1128,617,0.13287562627032545
1560,507,1630,543,0.29145674917236175
809,486,960,535,0.13909597162842197
136,86,545,198,0.257127537456813
116,25,302,67,0.28010808766115547
